Price,Close,High,Low,Open,Volume,Ticker
Ticker,SPY,SPY,SPY,SPY,SPY,
Date,,,,,,
2025-01-16,583.1802368164062,585.8514484014332,582.4803673486446,585.6740294157521,43319700,SPY
2025-01-17,589.035400390625,590.7899174222187,587.0935375428814,588.4242703969026,58070600,SPY
2025-01-21,594.4270629882812,594.4369296257112,590.1096871636119,592.0810894520482,42532900,SPY
2025-01-22,597.7686767578125,599.1289493146973,596.7041025475482,597.2560928487167,48196000,SPY
2025-01-23,601.0313110351562,601.0313110351562,596.8618141810588,597.1377792345874,41152100,SPY
2025-01-24,599.2767333984375,602.0466115435261,598.1234798327728,601.0904500891409,34604700,SPY
2025-01-27,590.7996826171875,591.115114198888,586.1373355152499,586.3048878621954,70361100,SPY
2025-01-28,595.8760375976562,596.713859452747,588.7099714764748,592.031779311243,44433300,SPY
2025-01-29,593.204833984375,595.4916679771449,590.6518414168764,595.0874967960807,37177400,SPY
2025-01-30,596.3885498046875,597.9262410572588,592.130313990855,595.3240359730432,39281300,SPY
2025-01-31,593.2146606445312,601.2382822731704,592.4556515232641,598.8134358374799,66566900,SPY
2025-02-03,589.22265625,591.7065824928592,582.046722262467,584.1955437708402,65857200,SPY
2025-02-04,593.1752319335938,593.6877555909119,588.7395770202528,589.2817005882882,33457800,SPY
2025-02-05,595.580322265625,595.7282015036632,590.021013481686,592.0515554519985,30653100,SPY
2025-02-06,597.6503295898438,597.778475552574,594.013089933138,597.3250313642651,35771500,SPY
2025-02-07,592.1797485351562,599.4344951653416,591.4700123634921,598.2122352633725,50788500,SPY
2025-02-10,596.2013549804688,596.8420848342793,594.1215398587573,595.3931329282537,26048700,SPY
2025-02-11,596.6547241210938,597.1968476878733,593.8159001701387,593.9341794878935,30056700,SPY
2025-02-12,594.7326049804688,595.9055917033094,589.9519786805068,590.6321148502618,45076100,SPY
2025-02-13,601.0115966796875,601.2186155981716,594.5749988790903,595.8366651794477,40921300,SPY
2025-02-14,600.9819946289062,602.2535274358258,600.360998100256,601.2185532755497,26910400,SPY
2025-02-18,602.7463989257812,602.7463989257812,599.6808827255115,602.145135650955,26749000,SPY
2025-02-19,604.165771484375,604.4614697835945,600.8439635712302,601.3565473981581,31011100,SPY
2025-02-20,601.65234375,602.9337433637311,598.3404019341449,602.7957307474628,36554000,SPY
2025-02-21,591.3616333007812,601.5734842084402,590.8983224108222,601.4354715890964,76519800,SPY
2025-02-24,588.670654296875,594.4074426853949,587.960918125522,593.4118748152965,50737200,SPY
2025-02-25,585.7430419921875,589.3408752561445,581.129967827771,588.6114660308307,58266500,SPY
2025-02-26,586.0387573242188,591.0067297705009,583.3970853838995,587.4088964020577,43321600,SPY
2025-02-27,576.6843872070312,589.468961108592,576.2901428845248,588.3156475632774,74196700,SPY
2025-02-28,585.6838989257812,586.2161558854355,574.1117771132394,577.1871598716435,88744100,SPY
2025-03-03,575.4227905273438,588.798762606637,571.6081318173137,587.6553155599406,74249200,SPY
2025-03-04,568.611572265625,577.0196322682823,564.0675042327628,571.4208567458912,109648200,SPY
2025-03-05,574.7229614257812,576.5169448984452,564.8856823224501,568.4440493526719,71230500,SPY
2025-03-06,564.5209350585938,571.8742272350298,561.9679425734266,567.2512863712917,80094900,SPY
2025-03-07,567.6849975585938,569.1340095542192,557.5421542389136,562.7368186254731,81158800,SPY
2025-03-10,552.5643920898438,561.3962362827218,547.6457527585567,559.4741670846696,99326600,SPY
2025-03-11,547.9708862304688,555.9551004739012,544.1266884057775,551.4011666406667,88102100,SPY
2025-03-12,550.8788452148438,555.0582088315019,545.7729200294035,554.1316472627199,69588200,SPY
2025-03-13,543.5352783203125,551.1153221105548,541.8201680493273,550.5041922476157,74079400,SPY
2025-03-14,554.7625122070312,555.7679467233177,543.604366956188,548.1583018697701,62660300,SPY
2025-03-17,559.0404052734375,561.5637976935186,554.3089918436672,554.742702735982,49008700,SPY
2025-03-18,552.9981079101562,556.9409127203818,551.0661118946721,556.7240271713574,66041400,SPY
2025-03-19,559.0206909179688,562.7860764826731,553.5993346617712,554.7821880592443,66556000,SPY
2025-03-20,557.4041748046875,562.4115538615378,554.5554838320709,555.2750866351008,62958200,SPY
2025-03-21,557.5880126953125,558.4877328401925,551.7054963570508,552.9413292589383,83763000,SPY
2025-03-24,567.5736083984375,568.6314886589248,563.7375780431137,564.3307537296456,58766800,SPY
2025-03-25,568.93798828125,569.8771730865459,567.1880294433175,568.7797678649376,38355700,SPY
2025-03-26,562.1458129882812,569.7980806984394,560.7616559941828,568.6709866041082,51848300,SPY
2025-03-27,560.6529541015625,564.4296669577193,558.5371935416607,560.7517966033342,42164200,SPY
2025-03-28,549.3623657226562,559.8521624781242,548.7790863172526,559.120558969836,71662700,SPY
2025-03-31,553.0501098632812,554.3551567474991,540.6719872727307,543.5984615291653,95328200,SPY
2025-04-01,554.6121826171875,556.5598868781194,547.4048260096515,551.1321177898429,54609600,SPY
2025-04-02,558.1219482421875,560.9890444564371,548.52197624234,548.7592465118332,76014500,SPY
2025-04-03,530.6173095703125,541.759539717793,530.6173095703125,538.931968079745,125986000,SPY
2025-04-04,499.5533447265625,519.9099817661254,499.3358369172059,517.7349036725598,217965100,SPY
2025-04-07,498.6635437011719,517.2405628900261,476.33944038650816,483.64569927250346,256611400,SPY
2025-04-08,490.8531188964844,519.0300819148135,483.6160734043612,515.9454474877983,165816600,SPY
2025-04-09,542.4021606445312,542.4021606445312,487.46196103833506,487.84755542038147,241867300,SPY
2025-04-10,518.6346435546875,527.4535310578508,503.5475844453038,526.1385878330984,162331200,SPY
2025-04-11,527.8884887695312,530.3502582115377,514.1756919605745,517.0823733080597,97866300,SPY
2025-04-14,533.0098266601562,538.111379094838,527.8094317224818,537.8839447885014,68034000,SPY
2025-04-15,531.5169067382812,537.0732068479572,530.7259857198238,533.5535570239268,56892900,SPY
2025-04-16,519.7022705078125,531.7936996877118,514.3931376127902,525.6540605978519,83484800,SPY
2025-04-17,520.44384765625,525.1499093262158,517.9721816819745,521.6599483491107,79868100,SPY
2025-04-21,508.0558776855469,515.7872559194974,502.69729269891565,515.2533374613439,69368100,SPY
2025-04-22,521.2743530273438,523.3011070538847,513.305704354498,514.2449494916972,75948100,SPY
2025-04-23,529.3516845703125,539.2482437222484,527.8291602174767,534.3049123051696,90590700,SPY
2025-04-24,540.4940185546875,541.2256220112762,529.3814182452572,530.6369834977514,64150400,SPY
2025-04-25,544.3992919921875,544.804618673288,537.5280483044934,540.454522631326,61119600,SPY
2025-04-28,544.6068115234375,547.2762226232229,538.8429303961163,545.1407299494361,47613800,SPY
2025-04-29,548.0375366210938,549.1547344204944,542.3329124899421,542.6888178923871,47775100,SPY
2025-04-30,548.2550659179688,550.2126665027023,535.3826699025942,541.3640897959557,93101500,SPY
2025-05-01,552.1404418945312,557.6770094036193,551.5373699314374,554.0189320097116,63186100,SPY
2025-05-02,560.3365478515625,561.9381825044319,556.006184429092,558.3295262045715,60717300,SPY
2025-05-05,557.1234130859375,560.2278400664005,555.3339293144951,556.194064255589,38659200,SPY
2025-05-06,552.4667358398438,556.9651555946843,550.6476235760448,551.6066009560054,48264700,SPY
2025-05-07,554.7901611328125,557.4298834610689,549.738030089525,553.8014947566288,55588000,SPY
2025-05-08,558.6558227539062,563.8463212534109,555.333918196641,558.8337754612519,65130800,SPY
2025-05-09,557.9439697265625,561.068128702691,556.381860066797,560.0596697605964,37603400,SPY
2025-05-12,576.382568359375,576.3924646775216,570.4999916854949,574.8797762427796,78993600,SPY
2025-05-13,580.18896484375,582.403567726764,576.2342995973956,576.7977862928067,67947200,SPY
2025-05-14,580.9304809570312,582.3046813078995,578.9036666864055,581.1479585868793,66283500,SPY
2025-05-15,583.7680053710938,584.2721745648568,578.4687074145315,578.9235156986,71268100,SPY
2025-05-16,587.4655151367188,587.7621029517821,582.6012939394769,584.5489375445604,76052100,SPY
2025-05-19,588.108154296875,588.7903364922698,581.4346564328234,581.4346564328234,68168500,SPY
2025-05-20,586.1307983398438,587.317209981726,582.917632829089,586.3681289429425,60614500,SPY
2025-05-21,576.2540893554688,585.8639582409971,575.2258980125081,581.7708648204313,95197700,SPY
2025-05-22,576.4815063476562,579.971467292194,574.8204937262445,576.0563267018498,70860400,SPY
2025-05-23,572.5465087890625,575.215919785119,569.0762805285291,569.4519785383726,76029000,SPY
2025-05-27,584.4500732421875,584.6082332898518,571.8742072622273,579.4276318354167,72588500,SPY
2025-05-28,581.0689086914062,586.051826179252,580.3373051792158,584.8555180607121,68445500,SPY
2025-05-29,583.362548828125,586.4768718669775,579.4276761926377,586.3384441000501,69973300,SPY
2025-05-30,582.7100830078125,584.430352826958,576.6297607292682,582.2552747565533,90601200,SPY
2025-06-02,585.992431640625,586.0714814983527,578.4291102147669,581.0985213264464,61630500,SPY
2025-06-03,589.3341064453125,590.3128764026674,585.1421107506463,585.6266079138771,63606200,SPY
2025-06-04,589.1759643554688,591.1730898063917,588.7409487228937,590.1943197189499,57314200,SPY
2025-06-05,586.3285522460938,592.2111289512687,584.3512195951713,590.8566609128592,92278700,SPY
2025-06-06,592.349609375,594.0204580272924,590.0954209877331,591.8750084630755,66588700,SPY
2025-06-09,592.8834228515625,594.4356362447949,591.7069074945726,592.9229477814916,53016400,SPY
2025-06-10,596.2449951171875,596.6305291817529,592.3002255337209,593.4173631354267,66247000,SPY
2025-06-11,594.5443725585938,598.2024500657004,592.4780937113569,597.3423151819753,73658200,SPY
2025-06-12,596.9073486328125,596.9073486328125,592.725309003214,593.2097458920864,64129000,SPY
2025-06-13,590.23388671875,595.0288949944265,588.7310943639458,591.7168864341237,89506000,SPY
2025-06-16,595.8494262695312,597.5993850121447,593.4172853343232,593.5952983788304,79984100,SPY
2025-06-17,590.7578125,594.9299553868199,589.9965201271316,593.4074309844862,82209400,SPY
2025-06-18,590.6688232421875,594.4059506456396,589.7097855095001,591.6574895866379,76605000,SPY
2025-06-20,589.2816162109375,594.4180406328666,587.8735160730708,593.3471074282096,94051400,SPY
2025-06-23,595.1021728515625,595.4888465716903,586.9116378864132,590.0351069773628,87426000,SPY
2025-06-24,601.676513671875,602.7374608387837,598.3348024442159,599.2471080685161,67735300,SPY
2025-06-25,602.0135498046875,603.4910078317407,600.4468221319722,602.7968833801484,62114800,SPY
2025-06-26,606.7236328125,607.1599344481853,603.2530708764845,603.8678512919777,78548400,SPY
2025-06-27,609.7380981445312,611.2056913389495,605.692457719191,607.7252035075089,86258400,SPY
2025-06-30,612.6533203125,614.0117925800773,609.8669572755672,612.1873024714439,92502500,SPY
2025-07-01,612.455078125,613.625146088841,610.3429883405835,611.1758893553448,70030100,SPY
2025-07-02,615.2315063476562,615.2711481262035,611.4237773441516,612.0484833566157,66510400,SPY
2025-07-03,620.0803833007812,621.0124795190609,617.194824993195,617.214676143094,51065800,SPY
2025-07-07,615.4595336914062,618.7813935886118,612.6731706581298,618.1169852960921,74814500,SPY
2025-07-08,615.1224365234375,616.8775081543645,614.3093261623386,616.1238907210633,59024600,SPY
2025-07-09,618.8110961914062,619.4655183729625,615.6875662931247,617.5319680301938,66113300,SPY
2025-07-10,620.5563354492188,621.5974919629854,617.7699723301522,618.9499658515675,57529000,SPY
2025-07-11,618.3748168945312,619.6043777491163,616.3024294765994,617.5022136064131,63670200,SPY
2025-07-14,619.5548095703125,619.9018415613931,616.5701165685465,617.9186632768227,51898500,SPY
2025-07-15,616.9072875976562,622.5791484786782,616.8279435196437,622.2420420602726,74317300,SPY
2025-07-16,618.9697265625,619.4754466932056,612.8516386863737,618.4937831556223,88987500,SPY
2025-07-17,622.7576293945312,623.1146474859103,618.9301097920578,619.1482908768893,68885700,SPY
2025-07-18,622.301513671875,624.175571102461,621.1909387049365,624.007017899032,65621600,SPY
2025-07-21,623.4815063476562,626.2281670376054,623.0551302914085,623.4815063476562,63375000,SPY
2025-07-22,623.5706787109375,624.4333563471947,620.9231528797274,623.8086504006922,60046300,SPY
